test_id,version,model,used_retrieval,question,true_queue,true_type,true_priority,expected_source,retrieved_vote_source,top_retrieved_source,retrieval_hit_topk,generated_answer,response_time_s,answer_chars,pred_queue,pred_queue_raw,queue_valid,pred_type,pred_priority,citations
T29,V2_rag_constrained,llama3.2:3b,1,"Request for Cassandra 4.0 Integration Documentation with Project Management SaaS. I am contacting you to seek information on the available documentation for integrating Cassandra 4.0 with project management software as a service. Could you kindly share any guides, tutorials, or API documentation that might be available? I would greatly appreciate any support you can offer in this regard.",Product Support,Request,medium,DOC-006,DOC-008,DOC-002,0,"Queue: Sales and Pre-Sales
Type: Request
Priority: low
Citations: DOC-008
Draft response: Thank you for reaching out to our sales team regarding the integration of Cassandra 4.0 with your project management SaaS platform. We would be happy to provide you with pricing information and discuss the details of the integration. Please allow us some time to review your request and get back to you with a more detailed response.",2.11,423,Sales and Pre-Sales,Sales and Pre-Sales,1,Request,low,DOC-008
T30,V2_rag_constrained,llama3.2:3b,1,"Support Case. An unauthorized access incident has taken place, possibly leading to the exposure of sensitive medical information.",Product Support,Incident,high,DOC-006,DOC-001,DOC-001,0,"Queue: Billing and Payments
Type: Problem
Priority: medium
Citations: DOC-001
Draft response: We acknowledge the unauthorized access incident and are investigating further. Please provide details about the incident, including the date and time it occurred and any error messages received.",1.55,288,Billing and Payments,Billing and Payments,1,Problem,medium,DOC-001
T31,V2_rag_constrained,llama3.2:3b,1,"Detected Unlawful Access to Patient Information. Esteemed Customer Support, <br>We have identified unauthorized access to patient data. This may have resulted from inadequate firewall settings. Despite verifying user authentication methods, the problem continues. We require your immediate help to address this emergency and avoid future security breaches. <br>Please instruct us on measures to safeguard our system and prevent such unauthorized access. <br>We are grateful for your rapid intervention. <br>Thank you for your cooperation.",Returns and Exchanges,Incident,low,DOC-007,DOC-007,DOC-007,1,"Queue: Returns and Exchanges
Type: Incident
Priority: low
Citations: DOC-007
Draft response: We have detected unauthorized access to patient records and are investigating the cause. Please provide your account number and a suitable time for a call to discuss this further.",1.77,272,Returns and Exchanges,Returns and Exchanges,1,Incident,low,DOC-007
T32,V2_rag_constrained,llama3.2:3b,1,"Problem with Data Analysis Tools. Customers are having trouble accessing critical data analysis tools for investment optimization. The issue might be related to recent software compatibility updates. Restarting applications and reinstalling software seemed to have resolved it for some, but further assistance is needed promptly. Could you please provide the most recent updates and any error messages received when trying to access the data analysis tools? Also, let me know a convenient time to call and discuss this further.",Returns and Exchanges,Incident,medium,DOC-007,DOC-004,DOC-004,0,"Queue: Product Support
Type: Incident
Priority: high
Citations: DOC-006, DOC-004
Draft response: Thank you for reaching out to us about the issue with your data analysis tools. We apologize for the inconvenience this has caused and would like to assist you in resolving the problem as soon as possible. Please provide the most recent updates and any error messages received when trying to access the data analysis tools.",1.92,420,Product Support,Product Support,1,Incident,high,"DOC-006, DOC-004"
T33,V2_rag_constrained,llama3.2:3b,1,"Support for Campaign Performance Issues. Hello Customer Support, I am contacting you to address the underperformance of our digital campaigns. We suspect that insufficient research on the target audience might be the reason. We have made several attempts to adjust ad targeting and messaging, but the problem continues. I would greatly appreciate any suggestions on how to enhance our campaign performance. Please inform me if you require any additional information. Thank you for your support.",Returns and Exchanges,Problem,low,DOC-007,DOC-002,DOC-008,0,"Queue: Customer Service
Type: Incident
Priority: medium
Citations: DOC-002, DOC-008
Draft response: Thank you for reaching out to us about your digital campaign performance issues. We'd be happy to help you troubleshoot the problem and provide suggestions on how to enhance your campaign's performance. Could you please provide more details about your current targeting strategies and the specific outcomes you're encountering?",1.97,427,Customer Service,Customer Service,1,Incident,medium,"DOC-002, DOC-008"
T34,V2_rag_constrained,llama3.2:3b,1,"Concern Regarding Investment Calculations. A financial company is encountering inconsistencies in investment return calculations with H2O.ai SQL Server analytics. The issue might be due to data integration errors or outdated algorithms. To date, the team has reviewed data sources and updated the software, but the inaccuracies persist. Despite attempts to troubleshoot, the problem remains unresolved. We would greatly appreciate it if you could look into this matter and provide a solution as soon as possible. Please let us know if additional information is needed.",Returns and Exchanges,Problem,low,DOC-007,DOC-005,DOC-007,1,"Queue: Returns and Exchanges
Type: Incident
Priority: low
Citations: DOC-007, DOC-005, DOC-006, DOC-002
Draft response: We have received your concern regarding investment calculations with H2O.ai SQL Server analytics. Our past experience suggests that data integration errors or outdated algorithms may be the cause of the issue. We would like to assist you in resolving the problem and would appreciate any additional information you can provide.",2.17,447,Returns and Exchanges,Returns and Exchanges,1,Incident,low,"DOC-007, DOC-005, DOC-006, DOC-002"
T35,V2_rag_constrained,llama3.2:3b,1,"Data Leak. The healthcare facility's system was subjected to a data leak, resulting in the exposure of confidential medical information. This issue might be due to the use of outdated software and inadequate security protocols within the hospital's IT department. We have already updated the software, reset passwords, and performed initial security checks, but the breach still continues. We require your help to resolve this matter and ensure the security of patients' data.",Returns and Exchanges,Problem,medium,DOC-007,DOC-005,DOC-005,1,"Queue: IT Support
Type: Incident
Priority: high
Citations: DOC-005, DOC-010
Draft response: We are taking this incident very seriously and will investigate further. Please assist our investigation by providing details about the incident, including the date and time it occurred.",1.59,278,IT Support,IT Support,1,Incident,high,"DOC-005, DOC-010"
T36,V2_rag_constrained,llama3.2:3b,1,"Issue with Task Disappearance on Dashboard. Hello customer support, we are experiencing delays in our project timelines because tasks are disappearing from the dashboard. Despite restarting servers, reviewing database logs, and confirming user permissions, the problem continues. Potential reasons may involve a MongoDB synchronization issue or a Chef configuration error. Your help in addressing this would greatly assist in regaining team productivity.",Sales and Pre-Sales,Problem,high,DOC-008,DOC-006,DOC-006,0,"Queue: Product Support
Type: Incident
Priority: low
Citations: DOC-006, DOC-010
Draft response: Thank you for reaching out about the task disappearance issue on your dashboard. We'll investigate the potential MongoDB synchronization issue or Chef configuration error to help you regain team productivity. We'll look into this further and get back to you with a solution or arrange a call at a suitable time if required.",1.77,419,Product Support,Product Support,1,Incident,low,"DOC-006, DOC-010"
T37,V2_rag_constrained,llama3.2:3b,1,"Brand Growth Services Inquiry. Hello customer support, I am writing to seek information about the digital strategies your company provides for enhancing brand growth. Could you kindly furnish me with detailed information on these services and their potential benefits for business expansion? I would greatly appreciate any specifics you can offer. I eagerly await your response and am hopeful for a productive conversation. Thank you for your support.",Sales and Pre-Sales,Request,medium,DOC-008,DOC-002,DOC-002,1,"Queue: Sales and Pre-Sales
Type: Request
Priority: medium
Citations: DOC-008, DOC-002
Draft response: Dear [Name], thank you for your interest in our brand growth services. We offer customized digital strategies, including social media marketing, content creation, and search engine optimization, to help businesses grow.",1.79,321,Sales and Pre-Sales,Sales and Pre-Sales,1,Request,medium,"DOC-008, DOC-002"
T38,V2_rag_constrained,llama3.2:3b,1,Integration of Analytics Tools with RapidMiner for Investment Optimization. Could you please advise on the analytics tools that integrate with RapidMiner for the purpose of investment optimization?,Sales and Pre-Sales,Request,medium,DOC-008,DOC-007,DOC-007,0,"Queue: Returns and Exchanges
Type: Request
Priority: low
Citations: DOC-007
Draft response: This is a follow-up to your previous query on analytics tools for investment optimization. We can provide more information on the available analytics tools that integrate with RapidMiner for investment optimization.",1.41,307,Returns and Exchanges,Returns and Exchanges,1,Request,low,DOC-007
T39,V2_rag_constrained,llama3.2:3b,1,"Support for Enhancing Digital Campaign Engagement. Facing challenges with digital campaign engagement, despite recent efforts to adjust budgets and review analytics. The team feels that the current strategies might be outdated and need to align with current market trends. We would greatly appreciate your guidance on how to refresh our approach to improve engagement. Specifically, we would like recommendations and resources to help us better understand our audience and create more effective campaigns. We look forward to your assistance in resolving this issue. Thank you for your time and support.",Sales and Pre-Sales,Incident,low,DOC-008,DOC-006,DOC-006,1,"Queue: Product Support
Type: Problem
Priority: medium
Citations: DOC-006, DOC-004
Draft response: Thank you for reaching out to us regarding your challenges with digital campaign engagement. We've seen similar issues in the past and would be happy to help you refresh your approach to improve engagement. We'll review your current strategies and provide recommendations to help you better understand your audience and create more effective campaigns.",2.07,450,Product Support,Product Support,1,Problem,medium,"DOC-006, DOC-004"
T40,V2_rag_constrained,llama3.2:3b,1,"Features for Medium Enterprises. Hello Customer Support, <br>I'm writing to request information about the features of your project management software as it pertains to medium-sized enterprises. <br>Could you please elaborate on the tools and functionalities your platform provides for project planning, execution, and monitoring? <br>I am particularly interested in learning about customization options, integrations with other software, and reporting capabilities. <br>Additionally, I would like to know how your solution can assist medium-sized enterprises in streamlining their project management processes and enhancing team collaboration. <br>Along with this, any details you could provide on pricing, scalability, and customer support would be greatly appreciated. <br>I look forward to your response and am eager to learn more about your project management software. <br>Thank you for your assistance. <br>Sincerely, <br>[Your Name]",Sales and Pre-Sales,Request,medium,DOC-008,DOC-008,DOC-008,1,"Queue: Product Support
Type: Request
Priority: medium
Citations: DOC-006, DOC-002, DOC-009
Draft response: Thank you for reaching out to our customer support regarding the features of our project management software for medium-sized enterprises. We'd be happy to provide more information on the tools and functionalities our platform provides for project planning, execution, and monitoring, as well as details on customization options, integrations, and reporting capabilities.",2.18,478,Product Support,Product Support,1,Request,medium,"DOC-006, DOC-002, DOC-009"
T41,V2_rag_constrained,llama3.2:3b,1,"Concern about Service Disruption. A service disruption has affected several software integrations, halting project management processes. This might be due to recent software updates or server issues. I've attempted to restart applications and clear cache, but the problem remains unresolved. I would greatly appreciate if you could address this urgently and provide a solution, along with an estimated time for resolution. Please inform me if there is any additional information needed to assist with the investigation.",Service Outages and Maintenance,Problem,low,DOC-009,DOC-009,DOC-009,1,"Queue: Service Outages and Maintenance
Type: Problem
Priority: medium
Citations: DOC-009
Draft response: We are investigating the service disruption. Please provide your account number and specific error messages to assist in resolving the issue.",1.35,246,Service Outages and Maintenance,Service Outages and Maintenance,1,Problem,medium,DOC-009
T42,V2_rag_constrained,llama3.2:3b,1,"Alert for Data Breach. Dear Support Team, We are contacting you to alert you about a data breach which was due to a human error. We believe that an employee might have accidentally disclosed confidential information. Despite our efforts to reboot the systems, the issue is still ongoing. We are actively working to resolve this situation and are committed to preventing such breaches in the future. We will keep you informed about the progress and value your patience and understanding. We are dedicated to protecting customer data and will implement all necessary measures to prevent such occurrences in the future.",Service Outages and Maintenance,Incident,high,DOC-009,DOC-009,DOC-009,1,"Queue: Service Outages and Maintenance
Type: Incident
Priority: high
Citations: DOC-009, DOC-007
Draft response: We are aware of the data breach and are actively working to resolve the issue. We will provide you with an update on the progress and appreciate your patience and understanding.",1.8,290,Service Outages and Maintenance,Service Outages and Maintenance,1,Incident,high,"DOC-009, DOC-007"
T43,V2_rag_constrained,llama3.2:3b,1,"Problem with Services. We have encountered service interruptions on several important tools, which have impacted our marketing efforts. These disruptions could be due to recent system updates or third-party issues. Despite restarting the systems and checking the operational status, we have not found a solution.",Service Outages and Maintenance,Incident,high,DOC-009,DOC-009,DOC-009,1,"Queue: Service Outages and Maintenance
Type: Incident
Priority: medium
Citations: DOC-009
Draft response: We acknowledge your report of service interruptions impacting your marketing efforts. Our investigation is underway to identify the root cause and potential solutions. We will provide an update on our progress as soon as possible.",1.61,336,Service Outages and Maintenance,Service Outages and Maintenance,1,Incident,medium,DOC-009
T44,V2_rag_constrained,llama3.2:3b,1,"Problem with Server During Peak Hours. To Whom It May Concern, I hope this message finds you well. I am reaching out due to a server outage that happened during our busiest period. It might have been caused by a server overload. My team has tried to address the issue by restarting the servers and reviewing the logs, but the problem still exists. I kindly request your assistance in looking into this issue promptly and offering a solution to prevent similar occurrences in the future. The downtime has greatly affected our operations, and we urgently need to return to normal. Please let us know if there is any information you require from us to help investigate and resolve this matter. Thank you for your swift response. We are looking forward to hearing from you soon.",Service Outages and Maintenance,Incident,medium,DOC-009,DOC-009,DOC-009,1,"Queue: Service Outages and Maintenance
Type: Incident
Priority: medium
Citations: DOC-009
Draft response: Thank you for reaching out about the server outage during your busiest period. We'll investigate the cause and work to resolve the issue promptly to prevent similar occurrences in the future. Please provide more details about the server overload and the actions your team has taken so far.",2.0,395,Service Outages and Maintenance,Service Outages and Maintenance,1,Incident,medium,DOC-009
T45,V2_rag_constrained,llama3.2:3b,1,Investment Portfolio. I hope this message finds you well. I am interested in learning more about analytics tools that can be used to optimize my investment portfolio for the highest possible returns. Could you please share some information on this matter? It would be greatly appreciated if you could offer any recommendations or advice. Thank you for your time and support.,Service Outages and Maintenance,Request,high,DOC-009,DOC-002,DOC-007,0,"Queue: Customer Service
Type: Request
Priority: medium
Citations: DOC-002, DOC-008
Draft response: We will reach out to provide information about available data analytics tools shortly. Our team will be happy to assist you in finding the best tools for your investment portfolio needs.",1.56,285,Customer Service,Customer Service,1,Request,medium,"DOC-002, DOC-008"
T46,V2_rag_constrained,llama3.2:3b,1,Google Cloud Integration. I require assistance in connecting Google Cloud Platform with our current project management tools to improve scalability and performance. Could you offer some guidance on this?,Technical Support,Change,high,DOC-010,DOC-007,DOC-007,1,"Queue: Returns and Exchanges
Type: Request
Priority: high
Citations: DOC-007
Draft response: This ticket is related to integrating Google Cloud Platform's project management SaaS solutions to enhance our workflow. We will provide information on the available options and discuss the details at your convenience.",1.59,311,Returns and Exchanges,Returns and Exchanges,1,Request,high,DOC-007
T47,V2_rag_constrained,llama3.2:3b,1,"Concerns Regarding Engagement Metric Reduction. Noticed a decline in brand engagement metrics. Recent modifications to our marketing strategies might be the reason. We have reviewed the updated campaigns and observed some positive changes, but further details are needed.",Technical Support,Problem,medium,DOC-010,DOC-008,DOC-008,1,"Queue: Sales and Pre-Sales
Type: Incident
Priority: medium
Citations: DOC-008, DOC-010
Draft response: We noticed a decline in brand engagement metrics and would like to discuss potential causes and solutions. Our marketing agency has recently observed a significant decline in brand engagement metrics, which might be due to recent algorithm changes or ineffective strategies.",1.72,377,Sales and Pre-Sales,Sales and Pre-Sales,1,Incident,medium,"DOC-008, DOC-010"
T48,V2_rag_constrained,llama3.2:3b,1,"Problem with Access to Medical Data. I am reporting a sudden lack of access to medical records. This issue could be due to recent software compatibility issues. I have already attempted to restart the systems and verify the settings, but the problem still exists. I would greatly appreciate your assistance in looking into this and providing a solution as soon as possible. Please inform me if you need any further details from me to resolve this issue.",Technical Support,Incident,medium,DOC-010,DOC-010,DOC-010,1,"Queue: Technical Support
Type: Problem
Priority: low
Citations: DOC-010, DOC-001
Draft response: We will assist with the Medical Data Access System issue. Please provide any error messages and arrange a call to help troubleshoot the problem.",1.66,241,Technical Support,Technical Support,1,Problem,low,"DOC-010, DOC-001"
T49,V2_rag_constrained,llama3.2:3b,1,Investment Projections Are Inexact. Investment projections are imprecise. The data analytics software seems to have a glitch. Restarted the Hub and Kubernetes.,Technical Support,Problem,low,DOC-010,DOC-003,DOC-002,0,"Queue: Customer Service
Type: Problem
Priority: medium
Citations: DOC-002, DOC-003
Draft response: Hello, we've received your message about the inexact investment projections. We'll investigate the issue and get back to you with a suitable time to discuss further.",1.61,264,Customer Service,Customer Service,1,Problem,medium,"DOC-002, DOC-003"
T50,V2_rag_constrained,llama3.2:3b,1,Concerns About Securing Medical Data on WhatsApp Desktop. I am looking to inquire about measures that can be taken to secure medical data when using WhatsApp Desktop for healthcare-related communications. Could you provide detailed information on the security measures that can be implemented to protect sensitive information? I would greatly appreciate any guidance or best practices for using WhatsApp Desktop in a healthcare setting. Thank you for your assistance with this matter.,Technical Support,Request,medium,DOC-010,DOC-006,DOC-006,1,"Queue: Product Support
Type: Request
Priority: medium
Citations: DOC-006, DOC-002
Draft response: We have robust security measures in place to protect medical data, including encryption and secure authentication. Our security protocols are designed to safeguard sensitive patient information on our devices and software, and we adhere to industry standards and regulations to maintain confidentiality and integrity.",1.89,415,Product Support,Product Support,1,Request,medium,"DOC-006, DOC-002"
